id,created_at,question_text,choice_1,choice_2,choice_3,choice_4,correct_answer,section,question_type,level,difficulty,random_order,type,manual_review,media_url,updated_at,used_count
17,2024-10-20,They are ____ soccer.,playing,played,to play,play,playing,Grammar,multiple choice,1,2,TRUE,present continuous,FALSE,null,2024-10-20,0
18,2024-10-20,He ____ to the store yesterday.,goes,gone,went,going,went,Grammar,multiple choice,1,2,TRUE,simple past,FALSE,null,2024-10-20,0
19,2024-10-20,The children ____ playing in the park.,is,are,was,were,are,Grammar,multiple choice,1,2,TRUE,present continuous,FALSE,null,2024-10-20,0
20,2024-10-20,She ____ dinner last night.,cook,cooked,cooking,cooks,cooked,Grammar,multiple choice,1,2,TRUE,"simple past, routine",FALSE,null,2024-10-20,0
21,2024-10-20,They are ____ TV now.,watching,watched,to watch,watch,watching,Grammar,multiple choice,1,2,TRUE,present continuous,FALSE,null,2024-10-20,0
22,2024-10-20,True/False: She is going to school now.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,2,FALSE,present continuous,FALSE,null,2024-10-20,0
23,2024-10-20,They ____ lunch together yesterday.,eat,ate,eaten,eating,ate,Grammar,multiple choice,1,2,TRUE,simple past,FALSE,null,2024-10-20,0
24,2024-10-20,True/False: I am going to the park now.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,2,FALSE,present continuous,FALSE,null,2024-10-20,0
25,2024-10-20,We ____ to the cinema yesterday.,go,went,going,gone,went,Grammar,multiple choice,1,2,TRUE,simple past,FALSE,null,2024-10-20,0
26,2024-10-20,They are ____ their homework right now.,doing,does,did,do,doing,Grammar,multiple choice,1,2,TRUE,present continuous,FALSE,null,2024-10-20,0
27,2024-10-20,He ____ a song when I called him.,sings,sang,was singing,to sing,was singing,Grammar,multiple choice,1,2,TRUE,past continuous,FALSE,null,2024-10-20,0
28,2024-10-20,True/False: We watched TV yesterday.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,2,FALSE,simple past,FALSE,null,2024-10-20,0
29,2024-10-20,She is ____ to the store now.,goes,go,going,gone,going,Grammar,multiple choice,1,2,TRUE,present continuous,FALSE,null,2024-10-20,0
30,2024-10-20,I ____ to the gym last week.,go,going,went,gone,went,Grammar,multiple choice,1,2,TRUE,simple past,FALSE,null,2024-10-20,0
31,2024-10-20,The cat is ____ the table.,on,in,under,over,on,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
32,2024-10-20,True/False: The dog is next to the tree.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,3,FALSE,prepositions,FALSE,null,2024-10-20,0
33,2024-10-20,The car is ____ the garage.,in,on,under,over,in,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
34,2024-10-20,Choose the correct article: She has ____ apple.,a,an,the,none,an,Grammar,multiple choice,1,3,TRUE,articles,FALSE,null,2024-10-20,0
35,2024-10-20,Choose the adjective: The dog is happy.,dog,is,happy,the,happy,Grammar,multiple choice,1,3,TRUE,adjectives,FALSE,null,2024-10-20,0
36,2024-10-20,True/False: The boy is tall.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,3,FALSE,adjectives,FALSE,null,2024-10-20,0
37,2024-10-20,The dog is sitting ____ the chair.,next to,on,under,in,next to,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
38,2024-10-20,Choose the adjective: The sky is blue.,sky,is,blue,the,blue,Grammar,multiple choice,1,3,TRUE,adjectives,FALSE,null,2024-10-20,0
39,2024-10-20,The cup is ____ the table.,on,in,under,above,on,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
40,2024-10-20,Choose the article: He has ____ car.,a,an,the,none,a,Grammar,multiple choice,1,3,TRUE,articles,FALSE,null,2024-10-20,0
41,2024-10-20,True/False: The book is under the table.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,3,FALSE,prepositions,FALSE,null,2024-10-20,0
42,2024-10-20,The girl is ____ the bus.,on,in,under,over,on,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
43,2024-10-20,The teacher is ____ the classroom.,in,on,under,above,in,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
44,2024-10-20,True/False: The sun is bright.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,3,FALSE,adjectives,FALSE,null,2024-10-20,0
45,2024-10-20,Choose the correct article: I need ____ pen.,a,an,the,none,a,Grammar,multiple choice,1,3,TRUE,articles,FALSE,null,2024-10-20,0
46,2024-10-20,The box is ____ the bed.,under,on,in,above,under,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
47,2024-10-20,True/False: The car is next to the house.,TRUE,FALSE,N/A,N/A,TRUE,Grammar,true/false,1,3,FALSE,prepositions,FALSE,null,2024-10-20,0
48,2024-10-20,Choose the adjective: The flower is red.,flower,is,red,the,red,Grammar,multiple choice,1,3,TRUE,adjectives,FALSE,null,2024-10-20,0
49,2024-10-20,The ball is ____ the chair.,next to,on,in,above,next to,Grammar,multiple choice,1,3,TRUE,prepositions,FALSE,null,2024-10-20,0
50,2024-10-20,Choose the article: He needs ____ eraser.,a,an,the,none,an,Grammar,multiple choice,1,3,TRUE,articles,FALSE,null,2024-10-20,0
